Category,Review priority,Resource,Reason,Question to resolve,Resource ID
Children/Pregnancy,Additional options,Lark's Nest Doula Medicaid and private doula support for Southern Utah families,"Keep as a further option after establishing the starting routes in Children/Pregnancy: Southern Utah doula provider offering birth doula, postpartum doula, childbirth education, feeding support, newborn guidance, and Medicaid doula support.",,res-larks-nest-doula
Children/Pregnancy,Additional options,"Church Family Services St. George short-term counseling, group therapy, and pregnancy counseling","Keep as a further option after establishing the starting routes in Children/Pregnancy: Church Family Services office/pathway in St. George offering pregnancy counseling per Utah DHHS/211 listing and faith-based short-term counseling, group therapy, and resource discussions through Church Family Services.",,res-lds-family-services-stgeorge-pregnancy-counseling
Children/Pregnancy,Important specialized help,Life After Placement birth-mother post-placement support,"Review for this particular program or eligibility pathway: Free post-placement support for birth mothers, including a monthly care group in Utah and online support community.",,res-life-after-placement-birth-mother-support
Children/Pregnancy,Important specialized help,Mary's Hope House maternity home for single mothers,Review for this particular program or eligibility pathway: Southern Utah maternity home offering housing and support to single mothers in need.,,res-marys-hope-house-maternity-home
Children/Pregnancy,Important specialized help,Millcreek High School student-parent child care pathway,"Review for this particular program or eligibility pathway: Washington County School District alternative high school pathway with child-care staff, serving as a narrow school-retention support lead for enrolled student parents.",,res-millcreek-high-student-parent-childcare
Children/Pregnancy,Important specialized help,MotherToBaby pregnancy and breastfeeding exposure information service,"Review for this particular program or eligibility pathway: Free, confidential MotherToBaby exposure-information service for questions about medications, vaccines, chemicals, health conditions, and other exposures during pregnancy or breastfeeding.",,res-mothertobaby-exposure-information
Children/Pregnancy,Additional options,NAMI Utah Southwest education and peer/family support,"Keep as a further option after establishing the starting routes in Children/Pregnancy: Free NAMI peer and family mental-health education/support pathway, including NAMI Utah Southwest and a St. George family support group plus statewide online groups.",,res-nami-utah-southwest-family-support
Children/Pregnancy,Important specialized help,Neighborhood Connection Pantry Packs,Review for this particular program or eligibility pathway: Washington County school-based Pantry Packs program sending weekend food home with children identified by school staff as needing food assistance.,,res-neighborhood-connection-pantry-packs
Children/Pregnancy,Start here,Nurse-Family Partnership Washington County service area,"Review the first-time-parent home-visiting eligibility and enrollment window early, because late referral may miss access.",,res-nurse-family-partnership-washington-county
Children/Pregnancy,Important specialized help,Paiute Indian Tribe of Utah Family Services and FourPoints family support,"Review for this particular program or eligibility pathway: Paiute Indian Tribe of Utah Family Services and FourPoints Health pathway for eligible Tribal families and community patients, including domestic-violence advocacy/support, Indian child welfare coordination, vulnerable….",,res-pitu-family-services-child-care-crisis
Children/Pregnancy,Important specialized help,Paiute Indian Tribe of Utah Puow'wan Program family and youth wraparound,"Review for this particular program or eligibility pathway: PITU Puow'wan/Tiwahe initiative integrating Youth Program, Education, and Family Services for family-focused programming tailored to Tribal members.",,res-pitu-puowwan-family-youth-wraparound
Children/Pregnancy,Additional options,Petersen Home Medical breast-pump and lactation-equipment access,Keep as a further option after establishing the starting routes in Children/Pregnancy: Local durable-medical-equipment access point listed by Southwest Utah Public Health for breast-pump rentals/equipment support for breastfeeding families.,,res-petersen-home-medical-breast-pump-equipment
Children/Pregnancy,Important specialized help,Washington County School District high school Teen Centers,"Review for this particular program or eligibility pathway: School-based Teen Centers for enrolled Washington County high-school students, providing snacks, food pantry access, kitchens, showers, laundry, toiletry kits, study space, wellness rooms, and trusted-adult resource connection.",,res-pine-view-high-teen-center
